类型,名称,仙草,毒草,链接,,,,,,,,
科幻,《殖装》（校对版全本）作者：铅笔刀,303,16,http://www.zxcs.me/post/4948,,,,,,,,
科幻,《鬼喘气》（校对版全本）作者：邪灵一把刀,38,5,http://www.zxcs.me/post/4933,,,,,,,,
科幻,《我的左眼是阴阳眼》（校对版全本）作者：乌啼霜满天,21,6,http://www.zxcs.me/post/4925,,,,,,,,
科幻,《我的阴阳招魂灯》（校对版全本）作者：乌啼霜满天,19,7,http://www.zxcs.me/post/4918,,,,,,,,
科幻,《黄河古事》（校对版全本）作者：龙飞有妖气,36,2,http://www.zxcs.me/post/9093,,,,,,,,
科幻,《狐狸精急急如律令》（校对版全本）作者：四不相,30,2,http://www.zxcs.me/post/8142,,,,,,,,
科幻,《重装魔》（校对版全本）作者：酒杯中的胖子,107,14,http://www.zxcs.me/post/4879,,,,,,,,
科幻,《我们的末日》（校对版全本）作者：花千芳,38,15,http://www.zxcs.me/post/4874,,,,,,,,
科幻,《星际农场主》（校对版全本）作者：虎躯巨震,88,33,http://www.zxcs.me/post/4864,,,,,,,,
科幻,《无终仙境(殃神：鬼家怪谈)》（校对版全本）作者：天下霸唱,82,14,http://www.zxcs.me/post/4863,,,,,,,,
科幻,《少女大召唤》（校对版全本）作者：如倾如诉,511,66,http://www.zxcs.me/post/4860,,,,,,,,
科幻,《Psyche[征途]》（校对版全本）作者：闲来无事,23,8,http://www.zxcs.me/post/4857,,,,,,,,
科幻,《诡命》（校对版全本）作者：思维的极限,24,1,http://www.zxcs.me/post/4852,,,,,,,,
科幻,《阴阳道上的术士》（校对版全本）作者：灵椿八千,16,4,http://www.zxcs.me/post/8290,,,,,,,,
科幻,《墓地封印》（校对版全本）作者：一叶style,26,3,http://www.zxcs.me/post/4829,,,,,,,,
科幻,《末日新世界》（校对版全本）作者：暗黑茄子,143,26,http://www.zxcs.me/post/4822,,,,,,,,
科幻,《浩劫重生》（校对版全本）作者：老螃蟹,36,1,http://www.zxcs.me/post/4821,,,,,,,,
科幻,《残棺》（校对版全本）作者：纵火焚雨,22,2,http://www.zxcs.me/post/4813,,,,,,,,
科幻,《百鬼夜行》（校对版全本）作者：巫九,29,5,http://www.zxcs.me/post/4807,,,,,,,,
科幻,《我就一阴阳先生》（校对版全本）作者：邪鸦妖雀,26,5,http://www.zxcs.me/post/4802,,,,,,,,
科幻,《无限欲望之门》（校对版全本）作者：剑扼虚空,73,25,http://www.zxcs.me/post/8861,,,,,,,,
科幻,《灵异怪谈》（校对版全本）作者：巫九,49,5,http://www.zxcs.me/post/4788,,,,,,,,
科幻,《陈年鬼事》（校对版全本）作者：忆珂梦惜,21,3,http://www.zxcs.me/post/4786,,,,,,,,
科幻,《机甲步兵》（校对版全本）作者：云翼,120,23,http://www.zxcs.me/post/4785,,,,,,,,
科幻,《生死寻人》（校对版全本）作者：旷海忘湖,26,9,http://www.zxcs.me/post/4779,,,,,,,,
科幻,《与鬼厮混的日子》（校对版全本）作者：七麒,27,5,http://www.zxcs.me/post/4778,,,,,,,,
科幻,《官娶鬼女》（校对版全本）作者：卜汀,24,9,http://www.zxcs.me/post/8497,,,,,,,,
科幻,《走阴人》（校对版全本）作者：武易,17,4,http://www.zxcs.me/post/4752,,,,,,,,
科幻,《叁号密卷》（校对版全本）作者：星若羽翼,35,4,http://www.zxcs.me/post/4740,,,,,,,,
科幻,《法医的死亡笔记》（校对版全本）作者：寒山斜竹,15,13,http://www.zxcs.me/post/4734,,,,,,,,
科幻,《黄帝的咒语》（校对版全本）作者：呼延云,18,7,http://www.zxcs.me/post/4717,,,,,,,,
科幻,《十三咒》（校对版全本）作者：Kiya.s,14,5,http://www.zxcs.me/post/4705,,,,,,,,
科幻,《阴阳术士》（校对版全本）作者：酸菜粉条,22,8,http://www.zxcs.me/post/4703,,,,,,,,
科幻,《重生之超级战舰》（校对版全本）作者：彩虹之门,494,34,http://www.zxcs.me/post/4688,,,,,,,,
科幻,《死亡街机厅》（校对版全本）作者：俺有两杆大狙,70,9,http://www.zxcs.me/post/4684,,,,,,,,
科幻,《生化王朝2》（校对版全本）作者：捕梦者,55,12,http://www.zxcs.me/post/4661,,,,,,,,
科幻,《不死狂神》（校对版全本）作者：龙恩,31,20,http://www.zxcs.me/post/4656,,,,,,,,
科幻,《极品百鬼图》（校对版全本）作者：醉笑金,16,5,http://www.zxcs.me/post/8573,,,,,,,,
科幻,《魔方大世界》（校对版全本）作者：吾为妖孽,167,97,http://www.zxcs.me/post/4653,,,,,,,,
科幻,《黄金鬼瞳之过界》（校对版全本）作者：秉涛,13,6,http://www.zxcs.me/post/4644,,,,,,,,
科幻,《深海迷图》（校对版全本）作者：封旗印轩,24,4,http://www.zxcs.me/post/4643,,,,,,,,
科幻,《超级星际战士》（校对版全本）作者：我叫排云掌,36,15,http://www.zxcs.me/post/4642,,,,,,,,
科幻,《我的主神妹妹》（校对版全本）作者：云锁潇湘,216,56,http://www.zxcs.me/post/4632,,,,,,,,
科幻,《民国老兵志怪谈异》（校对版全本）作者：笑看茶凉,28,2,http://www.zxcs.me/post/4607,,,,,,,,
科幻,《大秦皇陵》（校对版全本）作者：一木,24,11,http://www.zxcs.me/post/5548,,,,,,,,
科幻,《萌军机娘》（校对版全本）作者：啪啪桑,130,12,http://www.zxcs.me/post/4575,,,,,,,,
科幻,《致命武力之新世界》（校对版全本）作者：实在没选择,157,24,http://www.zxcs.me/post/4565,,,,,,,,
科幻,《真实的幻影》（校对版全本）作者：龙无忧,82,57,http://www.zxcs.me/post/4564,,,,,,,,
科幻,《血弦》（校对版全本）作者：随风飘摇,169,7,http://www.zxcs.me/post/4556,,,,,,,,
科幻,《青灯鬼话》（校对版全本）作者：君子无醉,29,5,http://www.zxcs.me/post/4538,,,,,,,,
科幻,《战争领主》（校对版全本）作者：辰燃,104,25,http://www.zxcs.me/post/4533,,,,,,,,
科幻,《诡墓》（校对版全本）作者：小小青蛇,38,4,http://www.zxcs.me/post/4531,,,,,,,,
科幻,《捡个女鬼当宠物》（校对版全本）作者：龙不相,25,5,http://www.zxcs.me/post/8423,,,,,,,,
科幻,《夜间刑事部》（校对版全本）作者：藤萍,25,2,http://www.zxcs.me/post/4520,,,,,,,,
科幻,《华夏神话：道士传奇(我当道士那些年)》（校对版全本）作者：仐三,183,20,http://www.zxcs.me/post/4515,,,,,,,,
科幻,《顾倾城灵异侦探事件簿》（校对版1-7卷全本）作者：顾倾城,22,1,http://www.zxcs.me/post/4512,,,,,,,,
科幻,《暗黑狂潮》（校对版全本）作者：黑彩,37,17,http://www.zxcs.me/post/4509,,,,,,,,
科幻,《黑暗末日》（校对版全本）作者：我妻虚彩,74,20,http://www.zxcs.me/post/4503,,,,,,,,
科幻,《解密天机档案》（校对版全本）作者：龙飞,21,12,http://www.zxcs.me/post/4476,,,,,,,,
科幻,《我当算命先生那几年》（校对版全本）作者：贝贝虎,30,7,http://www.zxcs.me/post/4461,,,,,,,,
科幻,《阴间到底是什么》（校对版全本）作者：奔放的程序员,37,3,http://www.zxcs.me/post/4449,,,,,,,,
科幻,《鬼谷尸经》（校对版全本）作者：姓易的,34,6,http://www.zxcs.me/post/4427,,,,,,,,
科幻,《我当方士那些年》（校对版全本）作者：君不贱,72,2,http://www.zxcs.me/post/4425,,,,,,,,
科幻,《阴阳代理人》（校对版全本+番外）作者：暗丶修兰,59,6,http://www.zxcs.me/post/4904,,,,,,,,
科幻,《白银纪元》（校对版全本）作者： 猫儿不乖,24,10,http://www.zxcs.me/post/4406,,,,,,,,
科幻,《末世魔神游戏》（校对版全本）作者：石闻,221,43,http://www.zxcs.me/post/8484,,,,,,,,
科幻,《屌丝道士》（校对版全本）作者：小飞鹅,71,35,http://www.zxcs.me/post/4402,,,,,,,,
科幻,《凶案局中局》（校对版全本）作者：延北老九,21,1,http://www.zxcs.me/post/4399,,,,,,,,
科幻,《鉴鬼实录》（校对版全本）作者：阿修罗的眼泪,18,6,http://www.zxcs.me/post/4395,,,,,,,,
科幻,《冥判》（校对版全本）作者：菰城紫草,17,1,http://www.zxcs.me/post/4392,,,,,,,,
科幻,《麻衣神相(麻衣世家)》（校对版全本）作者：御风楼主人,54,3,http://www.zxcs.me/post/4390,,,,,,,,
科幻,《末世危机之我能升级》（校对版全本）作者：寒月破空,58,18,http://www.zxcs.me/post/4387,,,,,,,,
科幻,《邪灵秘录》（校对版全本）作者：邪灵一把刀,25,8,http://www.zxcs.me/post/4382,,,,,,,,
科幻,《十二天机密码》（校对版全本）作者：墨锋,15,5,http://www.zxcs.me/post/8132,,,,,,,,
科幻,《天堂ol》（校对版全本）作者：龙骑,43,12,http://www.zxcs.me/post/4375,,,,,,,,
科幻,《78年我的捉妖经历》（校对版全本）作者：延北老九,25,4,http://www.zxcs.me/post/8083,,,,,,,,
科幻,《遵命，女鬼大人》（校对版全本）作者：秋风寒,45,8,http://www.zxcs.me/post/4361,,,,,,,,
科幻,《末日之翼》（校对版全本）作者：金寻者,40,18,http://www.zxcs.me/post/4359,,,,,,,,
科幻,《安蓦然推理事件簿》（校对版全本）作者：黑色火种,36,4,http://www.zxcs.me/post/4353,,,,,,,,
科幻,《机甲天王》（校对版全本）作者：古剑锋,79,18,http://www.zxcs.me/post/4349,,,,,,,,
科幻,《最终杀场》（校对版全本）作者：凶飞,35,24,http://www.zxcs.me/post/4344,,,,,,,,
科幻,《星际传承》（校对版全本）作者：吴杰超,103,5,http://www.zxcs.me/post/4335,,,,,,,,
科幻,《迷离档案》（校对版全本）作者：墨绿青苔,25,4,http://www.zxcs.me/post/4334,,,,,,,,
科幻,《无限杀业》（校对版全本）作者：十二龙骑,48,11,http://www.zxcs.me/post/4323,,,,,,,,
科幻,《龙境秘踪》（校对版全本）作者：宗家老七,24,4,http://www.zxcs.me/post/4316,,,,,,,,
科幻,《幻想乡》（校对版全本）作者：妖的境界,57,24,http://www.zxcs.me/post/4314,,,,,,,,
科幻,《奇门术师》（校对版全本）作者：雪冷凝霜,19,4,http://www.zxcs.me/post/8398,,,,,,,,
科幻,《末世狩猎人》（校对版全本）作者：吉风冰,179,42,http://www.zxcs.me/post/4310,,,,,,,,
科幻,《超时空犯罪集团》（校对版全本）作者：尖叫酒杯,87,17,http://www.zxcs.me/post/4303,,,,,,,,
科幻,《星海领主》（校对版全本）作者：暗狱领主,128,9,http://www.zxcs.me/post/4285,,,,,,,,
科幻,《降临在电影世界》（校对版全本）作者：四海123456,77,14,http://www.zxcs.me/post/4273,,,,,,,,
科幻,《死活人》（校对版全本）作者：木易言,23,6,http://www.zxcs.me/post/4264,,,,,,,,
科幻,《灾厄降临》（校对版全本）作者：黑十三郎,75,18,http://www.zxcs.me/post/4253,,,,,,,,
科幻,《无限未来》（校对版全本）作者：zhttty【断更】,72,62,http://www.zxcs.me/post/4244,,,,,,,,
科幻,《无敌兑换》（校对版全本）作者：开心小帅,92,37,http://www.zxcs.me/post/4243,,,,,,,,
科幻,《罗布泊之咒》（校对版全本）作者：周德东,32,11,http://www.zxcs.me/post/4242,,,,,,,,
科幻,《我的读者是女鬼》（校对版全本）作者：天玑小鹏,20,7,http://www.zxcs.me/post/8212,,,,,,,,
科幻,《鬼约惊魂》（校对版全本）作者：黑色血红,23,1,http://www.zxcs.me/post/4214,,,,,,,,
科幻,《诅咒的密码》（校对版全本）作者：西风肥马,21,2,http://www.zxcs.me/post/4211,,,,,,,,
科幻,《我的神之系统》（校对版全本）作者：轩辕龙夜,67,52,http://www.zxcs.me/post/4202,,,,,,,,
科幻,《不可思议的末日》（校对版全本）作者：姐姐的新娘,76,20,http://www.zxcs.me/post/4196,,,,,,,,
科幻,《星战文明》（校对版全本）作者：李雪夜,79,13,http://www.zxcs.me/post/4191,,,,,,,,
科幻,《御宅位面特派员(地狱预备科)》（校对版全本）作者：李家成功【断更】,26,23,http://www.zxcs.me/post/4186,,,,,,,,
科幻,《超能力文明》（校对版全本）作者：温吞白水,87,33,http://www.zxcs.me/post/4185,,,,,,,,
科幻,《星墓》（校对版全本）作者：风起闲云,29,9,http://www.zxcs.me/post/4180,,,,,,,,
科幻,《星群》（校对版全本）作者：懒狮子,49,9,http://www.zxcs.me/post/4150,,,,,,,,
科幻,《隔世之咒》（校对版全本）作者：狂刀出鞘,16,3,http://www.zxcs.me/post/4144,,,,,,,,
科幻,《神鬼再现》（校对版全本）作者：流云飞渡,25,8,http://www.zxcs.me/post/4143,,,,,,,,
科幻,《墨裔》（校对版全本）作者：拉风的树,19,1,http://www.zxcs.me/post/4131,,,,,,,,
科幻,《星际骷髅兵》（校对版全本）作者：张大牛,68,14,http://www.zxcs.me/post/4117,,,,,,,,
科幻,《末世裁决者》（精校版全本）作者：枫霜,32,21,http://www.zxcs.me/post/4112,,,,,,,,
科幻,《乌龙阴阳师》（校对版全本）作者：庞家康少,17,5,http://www.zxcs.me/post/4110,,,,,,,,
科幻,《满洲灵异史》（校对版全本）作者：炳林,18,11,http://www.zxcs.me/post/4109,,,,,,,,
科幻,《夏墟》（校对版全本）作者：拉风的树,52,7,http://www.zxcs.me/post/4101,,,,,,,,
科幻,《鬼出棺》（校对版全本）作者：苗棋淼,25,5,http://www.zxcs.me/post/4097,,,,,,,,
科幻,《盗墓之王》（校对版全本）作者：飞天,39,15,http://www.zxcs.me/post/4094,,,,,,,,
科幻,《怪味聊斋》（校对版全本）作者：陶陶猫,25,3,http://www.zxcs.me/post/4083,,,,,,,,
科幻,《前夜》（校对版全本）作者：白银之瞳,116,9,http://www.zxcs.me/post/4081,,,,,,,,
科幻,《征服星辰》（校对版全本）作者：锋越,34,2,http://www.zxcs.me/post/4079,,,,,,,,
科幻,《毁灭游戏》（校对版全本）作者：人怜众神,40,23,http://www.zxcs.me/post/4078,,,,,,,,
科幻,《最后人类》（校对版全本）作者：黑瞳王,248,35,http://www.zxcs.me/post/4062,,,,,,,,
科幻,《我当道士的诡异一生》（校对版全本）作者：御马前行,24,2,http://www.zxcs.me/post/8242,,,,,,,,
科幻,《道门后裔》（校对版全本）作者：胖涂涂,18,7,http://www.zxcs.me/post/7932,,,,,,,,
科幻,《极品灵媒》（校对版全本）作者：陶陶猫,15,5,http://www.zxcs.me/post/3867,,,,,,,,
科幻,《最终防线》（校对版全本）作者：婴语樱落,27,6,http://www.zxcs.me/post/3860,,,,,,,,
科幻,《阴阳入殓师》（校对版全本）作者：陶陶猫,21,1,http://www.zxcs.me/post/3858,,,,,,,,
科幻,《最后一个风水师》（校对版全本）作者：九道泉水,19,4,http://www.zxcs.me/post/3856,,,,,,,,
科幻,《痞子圣徒》（校对版全本）作者：伴读小牧童,41,5,http://www.zxcs.me/post/3854,,,,,,,,
科幻,《异形战场》（校对版全本）作者：鬼面,32,8,http://www.zxcs.me/post/3843,,,,,,,,
科幻,《法医灵异录》（校对版全本）作者：番茄死不了,17,12,http://www.zxcs.me/post/3832,,,,,,,,
科幻,《蚩尤的面具》（校对版全本）作者：飞天,19,8,http://www.zxcs.me/post/3828,,,,,,,,
科幻,《末日重生》（校对版全本）作者：西瓜黄,102,43,http://www.zxcs.me/post/3824,,,,,,,,
科幻,《请君轮回》（校对版全本）作者：半步归墟,19,4,http://www.zxcs.me/post/4480,,,,,,,,
科幻,《吾为主神》（校对版全本）作者：夏水长天,36,15,http://www.zxcs.me/post/8555,,,,,,,,
科幻,《杀戮沸腾》（校对版全本）作者：纯洁滴小龙,80,22,http://www.zxcs.me/post/8532,,,,,,,,
科幻,《沉沙诡影》（校对版全本）作者：我叫吴大胆,24,1,http://www.zxcs.me/post/3782,,,,,,,,
科幻,《阴墓阳宅》（校对版全本）作者：萧何,21,7,http://www.zxcs.me/post/3769,,,,,,,,
科幻,《降临1994》（校对版全本）作者：四海123456,50,18,http://www.zxcs.me/post/3764,,,,,,,,
科幻,《重生之极限进化》（校对版全本）作者：天机算尽,261,31,http://www.zxcs.me/post/3763,,,,,,,,
科幻,《百鬼夜行》（校对版全本）作者：Tick,24,11,http://www.zxcs.me/post/3737,,,,,,,,
科幻,《唯一进化者》（校对版全本）作者：吴杰超,106,18,http://www.zxcs.me/post/3714,,,,,,,,
科幻,《诡战》（校对版全本）作者：光栅尺,20,4,http://www.zxcs.me/post/3709,,,,,,,,
科幻,《唯一男性适格者》（校对版全本）作者：哦雷哇刚大木哒,72,24,http://www.zxcs.me/post/3702,,,,,,,,
科幻,《地球OL》（校对版全本）作者：道三生,196,26,http://www.zxcs.me/post/3699,,,,,,,,
科幻,《执掌无限》（校对版全本）作者：o花开无月o,101,38,http://www.zxcs.me/post/3694,,,,,,,,
科幻,《茅山道士传奇》（校对版全本）作者：潘海根,35,7,http://www.zxcs.me/post/3680,,,,,,,,
科幻,《亡者之翼》（校对版全本）作者：沐月,19,3,http://www.zxcs.me/post/3662,,,,,,,,
科幻,《重建文明》（精校版全本）作者：雨水,65,11,http://www.zxcs.me/post/3648,,,,,,,,
科幻,《无限打工》（校对版全本）作者：兴霸天,186,28,http://www.zxcs.me/post/3643,,,,,,,,
科幻,《无限之美剧空间》（校对版全本）作者：黑山野猪,198,29,http://www.zxcs.me/post/3623,,,,,,,,
科幻,《狩魔手记》（校对版全本）作者：烟雨江南,822,45,http://www.zxcs.me/post/3613,,,,,,,,
科幻,《最终救赎》（校对版全本）作者：诸生浮屠,263,30,http://www.zxcs.me/post/3601,,,,,,,,
科幻,《威战天下》（校对版全本）作者：白菜牛肉包子,27,21,http://www.zxcs.me/post/8571,,,,,,,,
科幻,《无限穿越》（校对版全本）作者：铁手,43,12,http://www.zxcs.me/post/3597,,,,,,,,
科幻,《希灵帝国》（校对版全本）作者：远瞳,2497,157,http://www.zxcs.me/post/3579,,,,,,,,
科幻,《苗疆巫蛊》（校对版全本）作者：杯中酒,17,2,http://www.zxcs.me/post/3552,,,,,,,,
科幻,《狂蟒之灾》（校对版全本）作者：霸恶,90,28,http://www.zxcs.me/post/3531,,,,,,,,
科幻,《旁观者》（校对版全本）作者：青青细胞,19,2,http://www.zxcs.me/post/3512,,,,,,,,
科幻,《骸骨灰烬》（校对版全本）作者：悲剧山伯爵,83,22,http://www.zxcs.me/post/3500,,,,,,,,
科幻,《末世竞技场》（校对版全本）作者：妄想的西瓜,40,26,http://www.zxcs.me/post/3499,,,,,,,,
科幻,《某科学的超能力缘起》（校对版全本）作者：妖的境界,148,52,http://www.zxcs.me/post/3496,,,,,,,,
科幻,《不堪抄》（校对版全文）作者：柳具足,19,7,http://www.zxcs.me/post/3493,,,,,,,,
科幻,《阴阳猎鬼师》（校对版全本）作者：乌啼霜满天,20,6,http://www.zxcs.me/post/3486,,,,,,,,
科幻,《生化末世的幸福生活》（校对版全本）作者：在南方的毛豆,145,38,http://www.zxcs.me/post/3459,,,,,,,,
科幻,《妖晶入手指南》（校对版全本）作者：金子就是钞票,17,8,http://www.zxcs.me/post/8151,,,,,,,,
科幻,《鬼股》（校对版全本）作者：徐公子胜治,113,9,http://www.zxcs.me/post/3409,,,,,,,,
科幻,《午夜开棺人》（校对版全本）作者：唐小豪01,68,6,http://www.zxcs.me/post/3368,,,,,,,,
科幻,《革命神》（校对版全本）作者：像那风筝,28,5,http://www.zxcs.me/post/8589,,,,,,,,
科幻,《死怖游戏》（校对版全本）作者：偷看书的懒猫,52,9,http://www.zxcs.me/post/8562,,,,,,,,
科幻,《瑶池地宫》（校对版全本）作者：金万藏,20,1,http://www.zxcs.me/post/3234,,,,,,,,
科幻,《红旗袍》（校对版全本）作者：裘小龙,14,1,http://www.zxcs.me/post/3232,,,,,,,,
科幻,《谜中人》（校对版全本）作者：花想容,15,0,http://www.zxcs.me/post/3231,,,,,,,,
科幻,《云中人》（校对版全本）作者：路内,18,7,http://www.zxcs.me/post/3229,,,,,,,,
科幻,《在地狱那头等我》（校对版全本）作者：周德东,19,4,http://www.zxcs.me/post/3227,,,,,,,,
科幻,《蜕变》（校对版全本）作者：庄秦,15,4,http://www.zxcs.me/post/3226,,,,,,,,
科幻,《预言杀意的宋词》（校对版全本）作者：南宗丘,16,9,http://www.zxcs.me/post/3225,,,,,,,,
科幻,《推理女王的游戏》（校对版全本）作者：似水无痕,18,6,http://www.zxcs.me/post/3223,,,,,,,,
科幻,《罪之断章》（校对版全本）作者：时晨,18,5,http://www.zxcs.me/post/3222,,,,,,,,
科幻,《手工美人》（校对版全本）作者：花想容,18,2,http://www.zxcs.me/post/3221,,,,,,,,
科幻,《说出去就会死》（校对版全本）作者：大袖遮天,17,4,http://www.zxcs.me/post/3220,,,,,,,,
科幻,《时间中的侦探》（校对版全本）作者：负二,18,3,http://www.zxcs.me/post/3218,,,,,,,,
科幻,《我的灵异事件簿》（校对版全本）作者：秋风寒,18,4,http://www.zxcs.me/post/3207,,,,,,,,
科幻,《天黑别出门》（校对版全本）作者：叶00童,17,5,http://www.zxcs.me/post/7781,,,,,,,,
科幻,《星级猎人》（校对版全本）作者：陈词懒调,280,10,http://www.zxcs.me/post/3199,,,,,,,,
科幻,《阴阳鬼探》（校对版全本）作者：秋风寒,47,1,http://www.zxcs.me/post/3196,,,,,,,,
科幻,《我是船长》（校对版全本）作者：君不见,42,11,http://www.zxcs.me/post/3189,,,,,,,,
科幻,《生化之末世传说》（校对版全本）作者：量子永生,127,22,http://www.zxcs.me/post/3158,,,,,,,,
科幻,《武布天下》（校对版全本）作者：十年雪落【断更】,86,14,http://www.zxcs.me/post/3153,,,,,,,,
科幻,《基因武装》（校对版全本）作者：黑色风猫,41,16,http://www.zxcs.me/post/3152,,,,,,,,
科幻,《星际盗墓》（校对版全本）作者：古剑锋,77,19,http://www.zxcs.me/post/3144,,,,,,,,
科幻,《大宇宙时代》（精校版全本）作者：zhttty,198,13,http://www.zxcs.me/post/3143,,,,,,,,
科幻,《杂鱼》（校对版全本）作者：叁拾伍,42,11,http://www.zxcs.me/post/3140,,,,,,,,
科幻,《生化王朝》（校对版全本）作者：捕梦者,102,8,http://www.zxcs.me/post/3139,,,,,,,,
科幻,《我是幸存者》（校对版全本）作者：型男密码,103,18,http://www.zxcs.me/post/3138,,,,,,,,
科幻,《宅魔王》（校对版全本）作者：崩坏的妄想,92,41,http://www.zxcs.me/post/3135,,,,,,,,
科幻,《不死穿越变形男》（校对版全本）作者：dpncx,35,12,http://www.zxcs.me/post/3130,,,,,,,,
科幻,《大替身时代》（校对版全本）作者：竹上猪猪,44,6,http://www.zxcs.me/post/3128,,,,,,,,
科幻,《穿越世界的技术宅》（校对版全本）作者：otakumimi,98,16,http://www.zxcs.me/post/8486,,,,,,,,
科幻,《极限杀戮》（校对版全本）作者：高楼大厦,44,8,http://www.zxcs.me/post/3113,,,,,,,,
科幻,《怒荡千军》（校对版全本）作者：开荒,69,10,http://www.zxcs.me/post/3108,,,,,,,,
科幻,《无限升级契约流》（校对版全本）作者：开心小帅,111,45,http://www.zxcs.me/post/3104,,,,,,,,
科幻,《梦想进化》（校对版全本）作者：冬之雪花,220,31,http://www.zxcs.me/post/3103,,,,,,,,
科幻,《无限之召唤笔记》（校对版全本）作者：李家成功,164,30,http://www.zxcs.me/post/3102,,,,,,,,
科幻,《超级基因优化液》（校对版全本）作者：秒速九光年,240,31,http://www.zxcs.me/post/3101,,,,,,,,
科幻,《人途》（校对版全本）作者：血红,64,11,http://www.zxcs.me/post/3099,,,,,,,,
科幻,《未来图书馆》（校对版全本）作者：志鸟村,75,14,http://www.zxcs.me/post/3097,,,,,,,,
科幻,《末世控植师》（校对版全本）作者：奥丁信使,77,9,http://www.zxcs.me/post/3094,,,,,,,,
科幻,《全球进化》（精校版全本）作者：咬狗,354,5,http://www.zxcs.me/post/3089,,,,,,,,
科幻,《末日食金者》（校对版全本）作者：凝香叶,87,59,http://www.zxcs.me/post/3088,,,,,,,,
科幻,《孢子物语》（校对版全本）作者：红枼,203,20,http://www.zxcs.me/post/3087,,,,,,,,
科幻,《我开阴店的那些年》（校对版全本）作者：毛小光927,19,4,http://www.zxcs.me/post/8167,,,,,,,,
科幻,《幸存者营地》（校对版全本）作者：瓜州夜渡,24,20,http://www.zxcs.me/post/3085,,,,,,,,
科幻,《黑暗降临》（校对版全本）作者：我丑到灵魂深处,35,17,http://www.zxcs.me/post/3082,,,,,,,,
科幻,《神魔系统》（校对版全本）作者：资产暴增,246,36,http://www.zxcs.me/post/3079,,,,,,,,
科幻,《诸神的黄昏》（校对版全本）作者：撒冷,37,6,http://www.zxcs.me/post/3076,,,,,,,,
科幻,《龙骑战机》（校对版全本）作者：华表,461,25,http://www.zxcs.me/post/3075,,,,,,,,
科幻,《大开拓者》（校对版全本）作者：剑扼虚空,32,3,http://www.zxcs.me/post/3067,,,,,,,,
科幻,《盗墓大发现：盘古鬼咒》（校对版全本）作者：九天,28,3,http://www.zxcs.me/post/3061,,,,,,,,
科幻,《神鬼仙佛妖魔道》（校对版全本）作者：冬之雪花,33,9,http://www.zxcs.me/post/3050,,,,,,,,
科幻,《超级进化者》（校对版全本）作者：剑游太虚,47,11,http://www.zxcs.me/post/3049,,,,,,,,
科幻,《2013》（校对版全本）作者：玄色,45,13,http://www.zxcs.me/post/3046,,,,,,,,
科幻,《无限之最终恶魔》（校对版全本）作者：无之闇夜,119,20,http://www.zxcs.me/post/3040,,,,,,,,
科幻,《时空走私从2000年开始》（校对版全本）作者：志鸟村,111,20,http://www.zxcs.me/post/3037,,,,,,,,
科幻,《天灾》（校对版全本）作者：半醉游子,128,18,http://www.zxcs.me/post/3031,,,,,,,,
科幻,《最终信仰》（校对版全本）作者：黑籍,134,33,http://www.zxcs.me/post/3028,,,,,,,,
科幻,《钢铁王座》（校对版全本）作者：咆哮的风月,247,17,http://www.zxcs.me/post/3024,,,,,,,,
科幻,《我家冰柜里有个女神》（校对版全本）作者：南左律佑,29,6,http://www.zxcs.me/post/8045,,,,,,,,
科幻,《失忆的盗墓贼》（校对版全本）作者：星若离辰,19,3,http://www.zxcs.me/post/8013,,,,,,,,
科幻,《银河争霸战》（校对版全本）作者：紫钗恨,35,12,http://www.zxcs.me/post/2986,,,,,,,,
科幻,《醉神香》（校对版全本）作者：金万藏,22,3,http://www.zxcs.me/post/2979,,,,,,,,
科幻,《超级虫洞》（校对版全本）作者：幻弦,54,16,http://www.zxcs.me/post/8593,,,,,,,,
科幻,《全装战姬》（校对版全本）作者：月下小狐,57,12,http://www.zxcs.me/post/8591,,,,,,,,
科幻,《女体》（校对版全本）作者：柳暗花溟,21,5,http://www.zxcs.me/post/2937,,,,,,,,
科幻,《七星招魂幡(搬山道人)》（校对版全本）作者：冬雪晚晴,17,2,http://www.zxcs.me/post/2898,,,,,,,,
科幻,《走肉行尸》（校对版全本）作者：十阶浮屠,169,24,http://www.zxcs.me/post/2880,,,,,,,,
科幻,《末世野蛮人》（校对版全本）作者：我本清狂,54,11,http://www.zxcs.me/post/2878,,,,,,,,
科幻,《最后一个道士》（校对版全本）作者：夏忆,171,13,http://www.zxcs.me/post/2856,,,,,,,,
科幻,《黑暗血途》（校对版全本）作者：半醉游子,132,26,http://www.zxcs.me/post/2845,,,,,,,,
科幻,《恐怖高校》（校对版全本）作者：大宋福红坊,281,57,http://www.zxcs.me/post/2832,,,,,,,,
科幻,《强殖猎人》（校对版全本）作者：化十,40,10,http://www.zxcs.me/post/2821,,,,,,,,
科幻,《变异杀机》（校对版全本）作者：赤虎,47,26,http://www.zxcs.me/post/2818,,,,,,,,
科幻,《残袍》（校对版全本）作者：风御九秋,211,24,http://www.zxcs.me/post/2811,,,,,,,,
科幻,《魔都降临》（校对版全本）作者：灭世大蛇,28,13,http://www.zxcs.me/post/2785,,,,,,,,
科幻,《茅山宗师》（校对版全本）作者：萧莫愁,30,2,http://www.zxcs.me/post/2781,,,,,,,,
科幻,《阴阳瞳》（校对版全本）作者：常半仙,19,3,http://www.zxcs.me/post/2778,,,,,,,,
