类型,名称,仙草,毒草,链接,,,,,,,,
科幻,《盗墓之惊心诡事》（校对版全本）作者：蝶舞紫寒,15,5,http://www.zxcs.me/post/2775,,,,,,,,
科幻,《剥皮新娘》（校对版全本）作者：童亮(亮兄),18,8,http://www.zxcs.me/post/2773,,,,,,,,
科幻,《七日为鬼》（校对版全本）作者：自来侯爷,20,2,http://www.zxcs.me/post/8285,,,,,,,,
科幻,《关东诡事》（校对版全本）作者：倾杯序,23,0,http://www.zxcs.me/post/8224,,,,,,,,
科幻,《阴阳鬼契》（校对版全本）作者：流浪的法神,16,7,http://www.zxcs.me/post/8075,,,,,,,,
科幻,《无限之爱萌》（校对版全本）作者：国际精神,98,18,http://www.zxcs.me/post/2592,,,,,,,,
科幻,《末世刺客系统》（校对版全本）作者：糖醋于,95,23,http://www.zxcs.me/post/8937,,,,,,,,
科幻,《灵媒纪事》（校对版全本）作者：金明子,13,2,http://www.zxcs.me/post/7780,,,,,,,,
科幻,《无尽武装》（校对版全本）作者：缘分0,912,58,http://www.zxcs.me/post/2527,,,,,,,,
科幻,《异形转生》（校对版全本）作者：灭世大蛇,47,25,http://www.zxcs.me/post/2509,,,,,,,,
科幻,《树宗》（校对版全本）作者：祖树,87,17,http://www.zxcs.me/post/2505,,,,,,,,
科幻,《租鬼公司》（校对版全本）作者：侃空,39,9,http://www.zxcs.me/post/2495,,,,,,,,
科幻,《魔幻版主神成长日志》（校对版全本）作者：迷茫的蛇,56,9,http://www.zxcs.me/post/8677,,,,,,,,
科幻,《我做古行的诡异经历》（校对版全本）作者：弹指,22,1,http://www.zxcs.me/post/8428,,,,,,,,
科幻,《半仙文明》（校对版全本）作者：试剑天涯,155,26,http://www.zxcs.me/post/8604,,,,,,,,
科幻,《恐慌沸腾》（校对版全本）作者：相思洗红豆,477,48,http://www.zxcs.me/post/2407,,,,,,,,
科幻,《死咒岛》（校对版全本）作者：黑色火种,40,9,http://www.zxcs.me/post/2385,,,,,,,,
科幻,《神武》（校对版全本）作者：武夜,30,9,http://www.zxcs.me/post/2363,,,,,,,,
科幻,《超弦空间》（校对版全本）作者：饕餮居士,212,23,http://www.zxcs.me/post/2362,,,,,,,,
科幻,《将盗墓进行到底》（校对版全本）作者：龙飞,22,9,http://www.zxcs.me/post/7822,,,,,,,,
科幻,《阴约惊魂》（校对版全本）作者：天天擦瘦腿精油,25,3,http://www.zxcs.me/post/2348,,,,,,,,
科幻,《逃出香巴拉》（校对版全本）作者：老爷h,19,9,http://www.zxcs.me/post/2344,,,,,,,,
科幻,《黄泉眼之印》（校对版全本）作者：湘西鬼王,23,3,http://www.zxcs.me/post/2340,,,,,,,,
科幻,《鬼才相师》（校对版全本）作者：道门老九,30,19,http://www.zxcs.me/post/2338,,,,,,,,
科幻,《魔幻星际》（校对版全本）作者：流浪的蛤蟆,48,13,http://www.zxcs.me/post/2333,,,,,,,,
科幻,《母皇》（校对版全本）作者：流浪的蛤蟆,91,13,http://www.zxcs.me/post/2330,,,,,,,,
科幻,《行医悬奇秘录》（校对版全本）作者：雾语轻弥,17,3,http://www.zxcs.me/post/2325,,,,,,,,
科幻,《鬼探实录》（校对版全本）作者：梅萌叔,15,6,http://www.zxcs.me/post/8299,,,,,,,,
科幻,《黄金鬼瞳》（校对版全本）作者：秉涛,16,10,http://www.zxcs.me/post/2311,,,,,,,,
科幻,《我跟爷爷去捉鬼》（校对版全本）作者：亮兄,21,2,http://www.zxcs.me/post/2305,,,,,,,,
科幻,《民国三十年灵异档案》（校对版全本）作者：道门老九,49,7,http://www.zxcs.me/post/2302,,,,,,,,
科幻,《末世盗贼行》（精校版全本）作者：雨水,209,15,http://www.zxcs.me/post/2295,,,,,,,,
科幻,《最终进化》（校对版全本）作者：卷土,994,56,http://www.zxcs.me/post/2292,,,,,,,,
科幻,《与吾同在》（校对版全本）作者：王晋康,32,15,http://www.zxcs.me/post/2285,,,,,,,,
科幻,《醉龙池》（校对版全本）作者：金万藏,21,7,http://www.zxcs.me/post/2279,,,,,,,,
科幻,《星际浪子》（校对版全本）作者：黄易,97,6,http://www.zxcs.me/post/2260,,,,,,,,
科幻,《进化危机》（校对版全本）作者：骷髅精灵&amp;北极星,39,27,http://www.zxcs.me/post/2248,,,,,,,,
科幻,《真理之门》（校对版全本）作者：剑扼虚空,27,18,http://www.zxcs.me/post/2240,,,,,,,,
科幻,《操控丧尸》（校对版全本）作者：齐柏林铁匠,79,13,http://www.zxcs.me/post/2237,,,,,,,,
科幻,《都市鬼奇谈》（校对版全本）作者：秋风寒,22,3,http://www.zxcs.me/post/2232,,,,,,,,
科幻,《异悚》（校对版全本）作者：黑色火种,110,8,http://www.zxcs.me/post/2231,,,,,,,,
科幻,《金棺噬魂》（校对版全本）作者：飞行电熨斗,17,4,http://www.zxcs.me/post/2229,,,,,,,,
科幻,《血夜凤凰》（校对版全本）作者：勿用,26,3,http://www.zxcs.me/post/2216,,,,,,,,
科幻,《佛医古墓》（校对版全本）作者：飞天,21,6,http://www.zxcs.me/post/2215,,,,,,,,
科幻,《盗墓鬼话》（校对版全本）作者：烛阳,23,0,http://www.zxcs.me/post/2179,,,,,,,,
科幻,《村庙》（校对版全本）作者：短刀,24,3,http://www.zxcs.me/post/2169,,,,,,,,
科幻,《星战士》（校对版全本）作者：雨水,40,1,http://www.zxcs.me/post/2159,,,,,,,,
科幻,《我当阴阳先生的那几年》（校对版全本）作者：崔走召,211,10,http://www.zxcs.me/post/2151,,,,,,,,
科幻,《星空下的幻想》（校对版全本）作者：新世界骇客,49,2,http://www.zxcs.me/post/2150,,,,,,,,
科幻,《末世精灵皇》（校对版全本）作者：and点,30,24,http://www.zxcs.me/post/2149,,,,,,,,
科幻,《跳大神》（校对版全本）作者：崔走召,89,1,http://www.zxcs.me/post/2145,,,,,,,,
科幻,《罪军》（校对版全本）作者：黑天魔神,69,3,http://www.zxcs.me/post/2121,,,,,,,,
科幻,《南天霸》（校对版全本）作者：无物,37,4,http://www.zxcs.me/post/2115,,,,,,,,
科幻,《风生水起》（校对版全本）作者：道门老九,25,1,http://www.zxcs.me/post/2111,,,,,,,,
游戏,《极品装备制造师》（校对版全本）作者：雪夜如墨,45,23,http://www.zxcs.me/post/4491,,,,,,,,
游戏,《网游之三国王者》（校对版全本）作者：想枕头的瞌睡,165,22,http://www.zxcs.me/post/4467,,,,,,,,
游戏,《大贤者成长日记》（校对版全本）作者：暗黑芒果,78,20,http://www.zxcs.me/post/8500,,,,,,,,
游戏,《网游之极品高手》（校对版全本）作者：龙大人来了,44,38,http://www.zxcs.me/post/4397,,,,,,,,
游戏,《无尽侠客行》（校对版全本）作者：七尺居士0,23,6,http://www.zxcs.me/post/4396,,,,,,,,
游戏,《网游之波涛荡漾》（精校版全本）作者：虎躯常震,80,29,http://www.zxcs.me/post/4377,,,,,,,,
游戏,《网游之一枪飙血》（校对版全本）作者：边城 浪子,141,12,http://www.zxcs.me/post/4376,,,,,,,,
游戏,《高玩》（校对版全本）作者：牛笔,60,13,http://www.zxcs.me/post/4317,,,,,,,,
游戏,《网游之亡灵召唤》（校对版全本）作者：一夜之秋,89,19,http://www.zxcs.me/post/4304,,,,,,,,
游戏,《网游之天谴修罗》（校对版全本）作者：火星引力,443,64,http://www.zxcs.me/post/4291,,,,,,,,
游戏,《替身老板》（校对版全本）作者：老残,25,15,http://www.zxcs.me/post/4276,,,,,,,,
游戏,《魔兽英雄》（校对版全本）作者：苍狼,72,7,http://www.zxcs.me/post/4205,,,,,,,,
游戏,《混在法师世界》（校对版全本）作者：黑暗骑士殿,34,13,http://www.zxcs.me/post/4181,,,,,,,,
游戏,《天生废柴》（校对版全本）作者：林海听涛,24,8,http://www.zxcs.me/post/4177,,,,,,,,
游戏,《肥仔球王》（校对版全本）作者：宏峰,21,8,http://www.zxcs.me/post/4176,,,,,,,,
游戏,《网游之盗版神话》（校对版全本）作者：失落叶,240,35,http://www.zxcs.me/post/4170,,,,,,,,
游戏,《重生之足球神话》（校对版全本）作者：冰魂46,28,17,http://www.zxcs.me/post/4166,,,,,,,,
游戏,《校园篮球风云》（校对版全本）作者：大秦炳炳,47,8,http://www.zxcs.me/post/4156,,,,,,,,
游戏,《超级玩家》（校对版全本）作者：黯然销魂,61,13,http://www.zxcs.me/post/4133,,,,,,,,
游戏,《网游之三界最强》（校对版全本）作者：猪兔同眠,48,22,http://www.zxcs.me/post/4125,,,,,,,,
游戏,《暴力前锋》（校对版全本）作者：华晓鸥,25,13,http://www.zxcs.me/post/4095,,,,,,,,
游戏,《黑脚》（校对版全本）作者：独步千军,24,15,http://www.zxcs.me/post/4057,,,,,,,,
游戏,《王朝教父》（校对版全本）作者：临河羡鱼翁,102,14,http://www.zxcs.me/post/4055,,,,,,,,
游戏,《我叫布里茨》（校对版全本）作者：机器人布里茨,150,12,http://www.zxcs.me/post/3818,,,,,,,,
游戏,《网游之称霸新世界》（校对版全本）作者：皇极经世,30,14,http://www.zxcs.me/post/3765,,,,,,,,
游戏,《球在脚下》（校对版全本）作者：dleer,38,7,http://www.zxcs.me/post/3697,,,,,,,,
游戏,《网游之帝皇崛起》（校对版全本）作者：坠落凡尘,98,24,http://www.zxcs.me/post/3678,,,,,,,,
游戏,《执卡者》（校对版全本）作者：突然光和热,64,8,http://www.zxcs.me/post/3674,,,,,,,,
游戏,《网游之重生法神》（校对版全本）作者：缴文,77,24,http://www.zxcs.me/post/3671,,,,,,,,
游戏,《墨门飞甲》（校对版全本）作者：骑猪的胖子,94,15,http://www.zxcs.me/post/3621,,,,,,,,
游戏,《魔兽永恒之树》（校对版全本）作者：红尘九千丈,41,37,http://www.zxcs.me/post/3583,,,,,,,,
游戏,《煌煌箭芒》（校对版全本）作者：少年出英雄,35,27,http://www.zxcs.me/post/3578,,,,,,,,
游戏,《我姓弗格森》（校对版全本）作者：无德良家,27,21,http://www.zxcs.me/post/3547,,,,,,,,
游戏,《百变球神》（校对版全本）作者：晴丰,21,12,http://www.zxcs.me/post/3535,,,,,,,,
游戏,《英雄联盟之征途》（校对版全本）作者：孤独世纪末,26,14,http://www.zxcs.me/post/3532,,,,,,,,
游戏,《网游之天下第一》（校对版全本）作者：火神,202,32,http://www.zxcs.me/post/3471,,,,,,,,
游戏,《球王万岁》（校对版全本）作者：猪头七,22,18,http://www.zxcs.me/post/3403,,,,,,,,
游戏,《流氓高手》（校对版全本）作者：无罪,250,11,http://www.zxcs.me/post/3398,,,,,,,,
游戏,《流氓高手II》（校对版全本）作者：无罪,209,11,http://www.zxcs.me/post/3397,,,,,,,,
游戏,《冠军传奇》（校对版全本）作者：林海听涛,69,10,http://www.zxcs.me/post/3391,,,,,,,,
游戏,《我们是冠军》（校对版全本）作者：林海听涛,58,5,http://www.zxcs.me/post/3374,,,,,,,,
游戏,《竞技之王》（校对版全本）作者：XX神,22,10,http://www.zxcs.me/post/3372,,,,,,,,
游戏,《风华绝代NPC》（校对版全本）作者：头上有个坑,37,15,http://www.zxcs.me/post/8961,,,,,,,,
游戏,《超级教练》（校对版全本）作者：陈爱庭,116,15,http://www.zxcs.me/post/3349,,,,,,,,
游戏,《禁区之雄》（校对版全本）作者：林海听涛,77,15,http://www.zxcs.me/post/3245,,,,,,,,
游戏,《绿茵之王》（校对版全本）作者：独步千军,20,11,http://www.zxcs.me/post/3202,,,,,,,,
游戏,《位面武侠神话》（校对版全本）作者：望天邀明月,70,25,http://www.zxcs.me/post/3179,,,,,,,,
游戏,《绝品外挂》（校对版全本）作者：超级老猪,83,20,http://www.zxcs.me/post/3170,,,,,,,,
游戏,《双剑》（校对版全本）作者：虾写,152,11,http://www.zxcs.me/post/3147,,,,,,,,
游戏,《逆天作弊器之超级游戏》（校对版全本）作者：我是超级笨笨猪,84,16,http://www.zxcs.me/post/3121,,,,,,,,
游戏,《英雄无敌之新势力崛起》（校对版全本）作者：睡衣公子,69,12,http://www.zxcs.me/post/3119,,,,,,,,
游戏,《魔兽世界之再生战神》（校对版全本）作者：半枕红楼,32,7,http://www.zxcs.me/post/3048,,,,,,,,
游戏,《贱宗》（校对版全本）作者：龙骑,49,11,http://www.zxcs.me/post/2855,,,,,,,,
游戏,《场边上帝》（校对版全本）作者：郭怒,38,11,http://www.zxcs.me/post/2854,,,,,,,,
游戏,《貌似高手在异界》（校对版全本）作者：高楼大厦,71,19,http://www.zxcs.me/post/2814,,,,,,,,
游戏,《网游之全职大骑士》（校对版全本）作者：六器,49,7,http://www.zxcs.me/post/2767,,,,,,,,
游戏,《重生之盾御苍穹》（校对版全本）作者：半步沧桑,226,21,http://www.zxcs.me/post/2765,,,,,,,,
游戏,《魔兽异界之血精灵王子》（校对版全本）作者：三月一,100,7,http://www.zxcs.me/post/2763,,,,,,,,
游戏,《网游植物师》（校对版全本）作者：不是浮云,79,13,http://www.zxcs.me/post/2762,,,,,,,,
游戏,《废土法则》（校对版全本）作者：七尺居士0,57,13,http://www.zxcs.me/post/2761,,,,,,,,
游戏,《重生之独行刺客》（校对版全本）作者： 无敌飞天猫,57,18,http://www.zxcs.me/post/2755,,,,,,,,
游戏,《网游之复仇剑士》（校对版全本）作者：千水月,30,14,http://www.zxcs.me/post/2754,,,,,,,,
游戏,《白金农民麻烦哥》（校对版全本）作者：麻烦,65,11,http://www.zxcs.me/post/2753,,,,,,,,
游戏,《网游之重生挣仙》（校对版全本）作者：狼籍,46,19,http://www.zxcs.me/post/2748,,,,,,,,
游戏,《网游之无人可挡》（校对版全本）作者：狱血魔神,44,11,http://www.zxcs.me/post/2739,,,,,,,,
游戏,《网游之重生最强》（校对版全本）作者：非风非云,30,12,http://www.zxcs.me/post/2737,,,,,,,,
游戏,《蜀山》（精校版全本）作者：流浪的蛤蟆,256,16,http://www.zxcs.me/post/2732,,,,,,,,
游戏,《网游之名动江湖》（校对版全本）作者：君莫,35,22,http://www.zxcs.me/post/2727,,,,,,,,
游戏,《网游之剧毒》（校对版全本）作者：黑乎乎的老妖,112,13,http://www.zxcs.me/post/2726,,,,,,,,
游戏,《疯狂的多塔》（校对版全本）作者：奥丁信使,52,10,http://www.zxcs.me/post/2725,,,,,,,,
游戏,《神鬼剑士》（校对版全本）作者：突然光和热,168,19,http://www.zxcs.me/post/2724,,,,,,,,
游戏,《网游之青城剑仙》（校对版全本）作者：太湖霸王,171,13,http://www.zxcs.me/post/2723,,,,,,,,
游戏,《网游之仙侠》（校对版全本）作者：火神,53,13,http://www.zxcs.me/post/2722,,,,,,,,
游戏,《网游之枭傲天下》（校对版全本）作者：半步沧桑,278,21,http://www.zxcs.me/post/2721,,,,,,,,
游戏,《网游之抢先半步》（校对版全本）作者：麻烦,89,13,http://www.zxcs.me/post/2720,,,,,,,,
游戏,《网游之混沌至尊》（校对版全本）作者：九品绿豆官,46,27,http://www.zxcs.me/post/2719,,,,,,,,
游戏,《异界之重甲暴力贼》（校对版全本）作者：懒猪雷,62,5,http://www.zxcs.me/post/2718,,,,,,,,
游戏,《网游之幸运痞尊》（校对版全本）作者：I路单行,34,21,http://www.zxcs.me/post/2717,,,,,,,,
游戏,《大冒险》（校对版全本）作者：楚白,228,15,http://www.zxcs.me/post/2714,,,,,,,,
游戏,《武侠世界男儿行》（校对版全本）作者：我吃唐三藏,33,31,http://www.zxcs.me/post/2712,,,,,,,,
游戏,《绝对死亡游戏》（校对版全本）作者：俺有两杆大狙,78,6,http://www.zxcs.me/post/2710,,,,,,,,
游戏,《网游之魔临天下》（校对版全本）作者：千回,24,17,http://www.zxcs.me/post/2709,,,,,,,,
游戏,《百万负翁》（校对版全本）作者：笨太子,19,10,http://www.zxcs.me/post/2708,,,,,,,,
游戏,《网游之江湖任务行》（精校版全本+番外）作者：蝴蝶蓝,75,32,http://www.zxcs.me/post/2707,,,,,,,,
游戏,《网游之黑暗剑士》（校对版全本）作者：笑雨果,36,13,http://www.zxcs.me/post/2706,,,,,,,,
游戏,《网游之永生》（校对版全本）作者：火神,117,20,http://www.zxcs.me/post/2705,,,,,,,,
游戏,《全球论战》（校对版全本）作者：寡人未婚,53,11,http://www.zxcs.me/post/2703,,,,,,,,
游戏,《网游乾坤无极》（校对版全本）作者：傲月长空,45,16,http://www.zxcs.me/post/2699,,,,,,,,
游戏,《诸侯争霸》（校对版全本）作者：月鼠,120,10,http://www.zxcs.me/post/2698,,,,,,,,
游戏,《网游重生之邪骑传说》（校对版全本）作者：清水小蝌蚪,62,31,http://www.zxcs.me/post/2697,,,,,,,,
游戏,《死灵术士闯异界》（校对版全本）作者：当心枪走火,91,18,http://www.zxcs.me/post/2696,,,,,,,,
游戏,《网游之零纪元》（校对版全本）作者：不是浮云,42,14,http://www.zxcs.me/post/2695,,,,,,,,
游戏,《谈笑江湖》（校对版全本）作者：白青衣,53,4,http://www.zxcs.me/post/2694,,,,,,,,
游戏,《法师传奇II》（校对版全本）作者：麻烦,61,5,http://www.zxcs.me/post/2693,,,,,,,,
游戏,《网游之武林霸图》（校对版全本）作者：虾写,131,6,http://www.zxcs.me/post/2692,,,,,,,,
游戏,《不眠高手》（校对版全本）作者：七十二翼天使,23,16,http://www.zxcs.me/post/2691,,,,,,,,
游戏,《法师传奇》（校对版全本）作者：麻烦,110,19,http://www.zxcs.me/post/2687,,,,,,,,
游戏,《网游之摸尸大神》（校对版全本）作者：风扇老爷,50,29,http://www.zxcs.me/post/2685,,,,,,,,
游戏,《网游之神话降临》（校对版全本）作者：血夜独狼,34,23,http://www.zxcs.me/post/2684,,,,,,,,
游戏,《网游神界》（校对版全本）作者：圣空守望者,68,8,http://www.zxcs.me/post/2683,,,,,,,,
游戏,《高手寂寞2》（校对版全本）作者：兰帝魅晨,677,70,http://www.zxcs.me/post/2682,,,,,,,,
